[2023-01-25 10:07:59	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-2332-1]M· bµi - ChiÕu D¹ Ngäc S­ Tö(6,1,2332,0,1) 50(COIN) at Shop[143]
[2023-01-25 10:37:58	] pgaming3(KûNiÖm§åTÝm) BUY 1 [6-1-2218-1]Hång ¶nh B¶o R­¬ng(6,1,2218,0,1) 10(COIN) at Shop[139]
[2023-01-25 10:38:07	] pgaming3(KûNiÖm§åTÝm) BUY 1 [6-1-1181-1]Tiªn Th¶o Lé ®Æc biÖt(6,1,1181,0,1) 5(COIN) at Shop[139]
[2023-01-25 10:48:00	] pgaming3(KûNiÖm§åTÝm) BUY 1 [6-1-2432-1]LÖnh bµi Vi S¬n ®¶o(6,1,2432,0,1) 1(COIN) at Shop[142]
[2023-01-25 11:02:22	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ma ThÞ LiÖt DiÖm Qu¸n MiÖn(0,7,2,3,10) 12499(MONEY) at Shop[12]
[2023-01-25 11:05:48	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ma ThÞ LiÖt DiÖm Qu¸n MiÖn(0,7,2,3,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:05:48	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ma ThÞ LiÖt DiÖm Qu¸n MiÖn(0,7,2,3,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:05:48	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ma ThÞ LiÖt DiÖm Qu¸n MiÖn(0,7,2,3,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:05:49	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ma ThÞ LiÖt DiÖm Qu¸n MiÖn(0,7,2,3,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:09:05	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-26-1]Vâ L©m MËt TÞch(6,1,26,0,1) 15(COIN) at Shop[139]
[2023-01-25 11:09:23	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-43-1]Nga Mi  PhËt Quang Ch­ëng MËt TÞch(6,1,43,0,1) 3(COIN) at Shop[140]
[2023-01-25 11:09:23	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 11:13:10	] pgaming3(HoµngKimKûNiÖm) SEL 1 KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa(0,5,1,1,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:13:11	] pgaming3(HoµngKimKûNiÖm) SEL 1 KÕ NghiÖp B«n L«i Toµn Long th­¬ng(0,0,3,2,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:13:11	] pgaming3(HoµngKimKûNiÖm) SEL 1 Tø Kh«ng Gi¸ng Ma Giíi ®ao(0,0,1,0,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:13:11	] pgaming3(HoµngKimKûNiÖm) SEL 1 V« Ma Hång Truy NhuyÔn Th¸p hµi(0,5,3,1,10) 12499(MONEY) at Shop[2]
[2023-01-25 11:13:12	] pgaming3(HoµngKimKûNiÖm) SEL 1 Ngù Long TuyÖt MÖnh ChØ hoµn(0,3,0,1,10) 12499(MONEY) at Shop[2]
[2023-01-25 23:07:42	] pgaming3(HoµngKimKûNiÖm) SEL 1 L·nh B¸ Nguyªn Méng Chi Giíi ( míi )(0,3,0,0,10) 12499(MONEY) at Shop[39]
[2023-01-25 23:07:54	] pgaming3(HoµngKimKûNiÖm) SEL 1 S­ tö(0,10,22,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:07:55	] pgaming3(HoµngKimKûNiÖm) SEL 1 H·n HuyÕt Long C©u(0,10,18,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:07:56	] pgaming3(HoµngKimKûNiÖm) SEL 1 Siªu Quang(0,10,13,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:07:57	] pgaming3(HoµngKimKûNiÖm) SEL 1 Kinh L«i(0,10,34,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:08:06	] pgaming3(HoµngKimKûNiÖm) SEL 1 TuyÕt Vùc ChiÕn Lang(0,10,36,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:08:07	] pgaming3(HoµngKimKûNiÖm) SEL 1 MÆc Vò Tiªn L­(0,10,34,5,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:08:21	] pgaming3(HoµngKimKûNiÖm) SEL 1 [Tinh X¶o] Cµn Kh«n Giíi ChØ(0,3,0,0,10) 24999(MONEY) at Shop[39]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:10:56	] pgaming3(HoµngKimKûNiÖm) BUY 1 [4-979-1-1]Kim Tª(4,979,1,0,1) 4(COIN) at Shop[141]
[2023-01-25 23:11:01	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 23:11:02	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 23:11:02	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 23:11:02	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 23:11:02	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
[2023-01-25 23:11:02	] pgaming3(HoµngKimKûNiÖm) BUY 1 [6-1-398-1]ThÇn bÝ kho¸ng th¹ch(6,1,398,0,1) 5(COIN) at Shop[141]
